date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:06:08	208/208	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Dec%202016%2013:06:03%20GMT	http://www.midiplus.com.tw/robots.txt		(from )
10:06:10	59178/59178	---M--	200	added ('OK')	text/html	etag:%222f49d8e-e72a-5426c2e1d4e46%22	http://www.midiplus.com.tw/	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.html	(from )
10:06:11	781/781	---M--	200	added ('OK')	application/xml	etag:%2236003f4-30d-5426a528c8253%22	http://www.midiplus.com.tw/index.files/filelist.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/filelist.xml	(from http://www.midiplus.com.tw/)
10:06:12	222/222	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Dec%202016%2013:06:06%20GMT	http://www.midiplus.com.tw/index.files/editdata.mso	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/editdata.1.delayed	(from http://www.midiplus.com.tw/)
10:06:12	218/218	---M--	200	added ('OK')	application/xml	etag:%22360007d-da-54269f9b861ac%22	http://www.midiplus.com.tw/index.files/item0022.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/item0022.xml	(from http://www.midiplus.com.tw/)
10:06:13	3129/3129	---M--	200	added ('OK')	text/plain	etag:%223600411-c39-5426a53195903%22	http://www.midiplus.com.tw/index.files/themedata.thmx	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/themedata.thmx	(from http://www.midiplus.com.tw/)
10:06:14	314/314	---M--	200	added ('OK')	application/xml	etag:%2236003f3-13a-5426a5289fdcb%22	http://www.midiplus.com.tw/index.files/colorschememapping.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/colorschememapping.xml	(from http://www.midiplus.com.tw/)
10:06:15	1739/1739	---M--	200	added ('OK')	text/html	etag:%2236003f5-6cb-5426a528ff90b%22	http://www.midiplus.com.tw/index.files/header.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/header.html	(from http://www.midiplus.com.tw/)
10:06:16	5870/5870	---M--	200	added ('OK')	image/jpeg	etag:%2236003f6-16ee-5426a5292ac73%22	http://www.midiplus.com.tw/index.files/image001.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image001.jpg	(from http://www.midiplus.com.tw/)
10:06:17	386/386	---M--	200	added ('OK')	image/png	etag:%223600305-182-5426a5297c13b%22	http://www.midiplus.com.tw/index.files/image002.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image002.png	(from http://www.midiplus.com.tw/)
10:06:20	120861/120861	---M--	200	added ('OK')	text/html	etag:%222f49d7e-1d81d-5426c2e235156%22	http://www.midiplus.com.tw/KeyboardController.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.html	(from http://www.midiplus.com.tw/)
10:06:20	252/252	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2002%20Dec%202016%2013:06:14%20GMT	http://www.midiplus.com.tw/MidiInterface.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/MidiInterface.9.delayed	(from http://www.midiplus.com.tw/)
10:06:22	75456/75456	---M--	200	added ('OK')	text/html	etag:%222f49d93-126c0-5426c2e356e0e%22	http://www.midiplus.com.tw/midiinterface.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.html	(from http://www.midiplus.com.tw/)
10:06:24	74202/74202	---M--	200	added ('OK')	text/html	etag:%222f49d77-121da-5426c2d9e1fae%22	http://www.midiplus.com.tw/AudioInterface.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.html	(from http://www.midiplus.com.tw/)
10:06:26	61034/61034	---M--	200	added ('OK')	text/html	etag:%222f4bd40-ee6a-5426c836e2045%22	http://www.midiplus.com.tw/Sound%20module.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Sound%20module.html	(from http://www.midiplus.com.tw/)
10:06:28	60938/60938	---M--	200	added ('OK')	text/html	etag:%222f49d7a-ee0a-5426c2dc65c76%22	http://www.midiplus.com.tw/DigitalPiano.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/DigitalPiano.html	(from http://www.midiplus.com.tw/)
10:06:30	85880/85880	---M--	200	added ('OK')	text/html	etag:%222f49d7c-14f78-5426c2dd694ce%22	http://www.midiplus.com.tw/DrumComponent.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/DrumComponent.html	(from http://www.midiplus.com.tw/)
10:06:32	62981/62981	---M--	200	added ('OK')	text/html	etag:%222f49d76-f605-5426c2d869c26%22	http://www.midiplus.com.tw/Accessories.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Accessories.html	(from http://www.midiplus.com.tw/)
10:06:34	112343/112343	---M--	200	added ('OK')	text/html	etag:%222f435df-1b6d7-5426be93d9b6f%22	http://www.midiplus.com.tw/MIDIPLUS-Download.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/MIDIPLUS-Download.html	(from http://www.midiplus.com.tw/)
10:06:34	246/246	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2002%20Dec%202016%2013:06:29%20GMT	http://www.midiplus.com.tw/Company.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Company.11.delayed	(from http://www.midiplus.com.tw/)
10:06:37	100104/100104	---M--	200	added ('OK')	text/html	etag:%222f49d85-18708-5426c2dc1c0c6%22	http://www.midiplus.com.tw/company.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/company.html	(from http://www.midiplus.com.tw/)
10:06:37	243/243	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2002%20Dec%202016%2013:06:31%20GMT	http://www.midiplus.com.tw/News.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/News.13.delayed	(from http://www.midiplus.com.tw/)
10:06:39	62143/62143	---M--	200	added ('OK')	text/html	etag:%222f49d96-f2bf-5426c2e5b1a96%22	http://www.midiplus.com.tw/news.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/news.html	(from http://www.midiplus.com.tw/)
10:06:45	3529/3529	---M--	200	added ('OK')	image/jpeg	etag:%2236003fa-dc9-5426a52c87dcb%22	http://www.midiplus.com.tw/index.files/image005.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image005.jpg	(from http://www.midiplus.com.tw/)
10:06:46	492038/492038	---M--	200	added ('OK')	image/gif	etag:%223600306-78206-5426a52a6097b%22	http://www.midiplus.com.tw/index.files/image003.gif	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image003.gif	(from http://www.midiplus.com.tw/)
10:06:46	3212/3212	---M--	200	added ('OK')	image/jpeg	etag:%2236003fc-c8c-5426a52cfbd43%22	http://www.midiplus.com.tw/index.files/image007.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image007.jpg	(from http://www.midiplus.com.tw/)
10:06:47	2616/2616	---M--	200	added ('OK')	image/jpeg	etag:%2236003fe-a38-5426a52d700a3%22	http://www.midiplus.com.tw/index.files/image009.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image009.jpg	(from http://www.midiplus.com.tw/)
10:06:47	3129/3129	---M--	200	added ('OK')	image/jpeg	etag:%223600400-c39-5426a52de4403%22	http://www.midiplus.com.tw/index.files/image011.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image011.jpg	(from http://www.midiplus.com.tw/)
10:06:48	3154/3154	---M--	200	added ('OK')	image/jpeg	etag:%223600402-c52-5426a52e61fbb%22	http://www.midiplus.com.tw/index.files/image013.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image013.jpg	(from http://www.midiplus.com.tw/)
10:06:49	3426/3426	---M--	200	added ('OK')	image/jpeg	etag:%223600404-d62-5426a52ed825b%22	http://www.midiplus.com.tw/index.files/image015.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image015.jpg	(from http://www.midiplus.com.tw/)
10:06:51	59178/59178	---M--	200	added ('OK')	text/html	etag:%222f49d8e-e72a-5426c2e1d4e46%22	http://www.midiplus.com.tw/index.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index-2.html	(from http://www.midiplus.com.tw/index.files/header.htm)
10:06:51	1338/1338	---M--	200	added ('OK')	application/xml	etag:%223742604-53a-53a2d64842dda%22	http://www.midiplus.com.tw/KeyboardController.files/filelist.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/filelist.xml	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:06:52	235/235	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Dec%202016%2013:06:47%20GMT	http://www.midiplus.com.tw/KeyboardController.files/editdata.mso	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/editdata.1e.delayed	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:06:53	218/218	---M--	200	added ('OK')	application/xml	etag:%22374262b-da-53a2d6508f222%22	http://www.midiplus.com.tw/KeyboardController.files/item0039.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/item0039.xml	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:06:54	3129/3129	---M--	200	added ('OK')	text/plain	etag:%22374262e-c39-53a2d65119ce2%22	http://www.midiplus.com.tw/KeyboardController.files/themedata.thmx	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/themedata.thmx	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:06:55	314/314	---M--	200	added ('OK')	application/xml	etag:%223742603-13a-53a2d6481c4aa%22	http://www.midiplus.com.tw/KeyboardController.files/colorschememapping.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/colorschememapping.xml	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:06:55	1752/1752	---M--	200	added ('OK')	text/html	etag:%223742605-6d8-53a2d64867f9a%22	http://www.midiplus.com.tw/KeyboardController.files/header.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/header.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:06:57	5870/5870	---M--	200	added ('OK')	image/jpeg	etag:%223742606-16ee-53a2d648917aa%22	http://www.midiplus.com.tw/KeyboardController.files/image001.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image001.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:06:57	386/386	---M--	200	added ('OK')	image/png	etag:%223742608-182-53a2d648dc2fa%22	http://www.midiplus.com.tw/KeyboardController.files/image002.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image002.png	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:06:59	72884/72884	---M--	200	added ('OK')	text/html	etag:%222f49d83-11cb4-5426c2d927f1e%22	http://www.midiplus.com.tw/akm320.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/akm320.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:00	5016/5016	---M--	200	added ('OK')	image/jpeg	etag:%22374260a-1398-53a2d64938f5a%22	http://www.midiplus.com.tw/KeyboardController.files/image004.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image004.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:02	84522/84522	---M--	200	added ('OK')	text/html	etag:%222f4ba46-14a2a-5426c2d97f58e%22	http://www.midiplus.com.tw/AKM322.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AKM322.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:03	6835/6835	---M--	200	added ('OK')	image/jpeg	etag:%22374260d-1ab3-53a2d649c3632%22	http://www.midiplus.com.tw/KeyboardController.files/image006.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image006.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:06	86287/86287	---M--	200	added ('OK')	text/html	etag:%222f4ba47-1510f-5426c2e4782f6%22	http://www.midiplus.com.tw/minicontrol.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/minicontrol.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:07	32449/32449	---M--	200	added ('OK')	image/png	etag:%22374260f-7ec1-53a2d64a4024a%22	http://www.midiplus.com.tw/KeyboardController.files/image008.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image008.png	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:09	82119/82119	---M--	200	added ('OK')	text/html	etag:%222f49d7d-140c7-5426c2de1e73e%22	http://www.midiplus.com.tw/EasyPiano.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/EasyPiano.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:10	5364/5364	---M--	200	added ('OK')	image/jpeg	etag:%223742611-14f4-53a2d64aadc32%22	http://www.midiplus.com.tw/KeyboardController.files/image010.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image010.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:12	70822/70822	---M--	200	added ('OK')	text/html	etag:%222f49d82-114a6-5426c2d8d666e%22	http://www.midiplus.com.tw/ak490.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/ak490.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:13	36909/36909	---M--	200	added ('OK')	image/png	etag:%223742613-902d-53a2d64b6e63a%22	http://www.midiplus.com.tw/KeyboardController.files/image012.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image012.png	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:15	73501/73501	---M--	200	added ('OK')	text/html	etag:%222f4bb13-11f1d-5426c2db0d0d6%22	http://www.midiplus.com.tw/BK492.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/BK492.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:16	5014/5014	---M--	200	added ('OK')	image/jpeg	etag:%223742615-1396-53a2d64bd8972%22	http://www.midiplus.com.tw/KeyboardController.files/image014.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image014.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:18	78585/78585	---M--	200	added ('OK')	text/html	etag:%222f49d89-132f9-5426c2e03906e%22	http://www.midiplus.com.tw/ex610.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/ex610.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:19	35332/35332	---M--	200	added ('OK')	image/png	etag:%223742617-8a04-53a2d64c8dfca%22	http://www.midiplus.com.tw/KeyboardController.files/image016.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image016.png	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:21	69134/69134	---M--	200	added ('OK')	text/html	etag:%222f4bb18-10e0e-5426c2e10deae%22	http://www.midiplus.com.tw/i61.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/i61.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:22	38856/38856	---M--	200	added ('OK')	image/png	etag:%223742619-97c8-53a2d64d04a3a%22	http://www.midiplus.com.tw/KeyboardController.files/image018.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image018.png	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:24	71389/71389	---M--	200	added ('OK')	text/html	etag:%222f4bb19-116dd-5426c2e5f8f36%22	http://www.midiplus.com.tw/origin62.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/origin62.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:24	5306/5306	---M--	200	added ('OK')	image/jpeg	etag:%22374261b-14ba-53a2d64d7280a%22	http://www.midiplus.com.tw/KeyboardController.files/image020.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image020.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:26	69819/69819	---M--	200	added ('OK')	text/html	etag:%222f4bb1a-110bb-5426c2d5fe216%22	http://www.midiplus.com.tw/X6.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/X6.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:27	6022/6022	---M--	200	added ('OK')	image/jpeg	etag:%22374261d-1786-53a2d64dda04a%22	http://www.midiplus.com.tw/KeyboardController.files/image022.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image022.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:29	69305/69305	---M--	200	added ('OK')	text/html	etag:%222f4bb15-10eb9-5426c2dbb9a8e%22	http://www.midiplus.com.tw/Classic%2049.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Classic%2049.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:30	6672/6672	---M--	200	added ('OK')	image/jpeg	etag:%22374261f-1a10-53a2d64e4958a%22	http://www.midiplus.com.tw/KeyboardController.files/image024.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image024.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:32	67472/67472	---M--	200	added ('OK')	text/html	etag:%222f4bb14-10790-5426c2db63f76%22	http://www.midiplus.com.tw/Classic%2025.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Classic%2025.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:33	6069/6069	---M--	200	added ('OK')	image/jpeg	etag:%223742621-17b5-53a2d64eb1d6a%22	http://www.midiplus.com.tw/KeyboardController.files/image026.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image026.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:35	70138/70138	---M--	200	added ('OK')	text/html	etag:%222f4bb1b-111fa-5426c2d64fac6%22	http://www.midiplus.com.tw/X8.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/X8.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:35	5306/5306	---M--	200	added ('OK')	image/jpeg	etag:%223742623-14ba-53a2d64f18dda%22	http://www.midiplus.com.tw/KeyboardController.files/image028.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image028.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:38	73594/73594	---M--	200	added ('OK')	text/html	etag:%222f4bb17-11f7a-5426c2dd037e6%22	http://www.midiplus.com.tw/Dreamer88.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Dreamer88.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:38	4364/4364	---M--	200	added ('OK')	image/jpeg	etag:%223742625-110c-53a2d64f7fa62%22	http://www.midiplus.com.tw/KeyboardController.files/image030.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image030.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:41	73458/73458	---M--	200	added ('OK')	text/html	etag:%222f4bb16-11ef2-5426c2dcb1766%22	http://www.midiplus.com.tw/Dreamer61.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Dreamer61.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:42	4566/4566	---M--	200	added ('OK')	image/jpeg	etag:%223742627-11d6-53a2d64fe66ea%22	http://www.midiplus.com.tw/KeyboardController.files/image032.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image032.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:07:42	693/693	---M--	200	added ('OK')	application/xml	etag:%22360043b-2b5-53a25bdbb1147%22	http://www.midiplus.com.tw/midiinterface.files/filelist.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/filelist.xml	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:43	230/230	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Dec%202016%2013:07:38%20GMT	http://www.midiplus.com.tw/midiinterface.files/editdata.mso	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/editdata.44.delayed	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:44	218/218	---M--	200	added ('OK')	application/xml	etag:%22360005d-da-53a25bdeff457%22	http://www.midiplus.com.tw/midiinterface.files/item0019.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/item0019.xml	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:45	3129/3129	---M--	200	added ('OK')	text/plain	etag:%22360044d-c39-53a25bdf595bf%22	http://www.midiplus.com.tw/midiinterface.files/themedata.thmx	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/themedata.thmx	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:46	314/314	---M--	200	added ('OK')	application/xml	etag:%22360043a-13a-53a25bdb86997%22	http://www.midiplus.com.tw/midiinterface.files/colorschememapping.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/colorschememapping.xml	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:46	1747/1747	---M--	200	added ('OK')	text/html	etag:%22360043c-6d3-53a25bdbdbcdf%22	http://www.midiplus.com.tw/midiinterface.files/header.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/header.html	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:48	5870/5870	---M--	200	added ('OK')	image/jpeg	etag:%22360043d-16ee-53a25bdc100cf%22	http://www.midiplus.com.tw/midiinterface.files/image001.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image001.jpg	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:48	386/386	---M--	200	added ('OK')	image/png	etag:%22360043e-182-53a25bdc3b81f%22	http://www.midiplus.com.tw/midiinterface.files/image002.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image002.png	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:50	59495/59495	---M--	200	added ('OK')	text/html	etag:%222f49d8c-e867-5426c2e151c9e%22	http://www.midiplus.com.tw/ilink.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/ilink.html	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:51	4466/4466	---M--	200	added ('OK')	image/jpeg	etag:%223600440-1172-53a25bdcdca3f%22	http://www.midiplus.com.tw/midiinterface.files/image004.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image004.jpg	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:53	70300/70300	---M--	200	added ('OK')	text/html	etag:%222f4bb2b-1129c-5426c2e3a57de%22	http://www.midiplus.com.tw/MIDIlink_mini.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/MIDIlink_mini.html	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:54	5077/5077	---M--	200	added ('OK')	image/jpeg	etag:%223600442-13d5-53a25bdd4427f%22	http://www.midiplus.com.tw/midiinterface.files/image006.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image006.jpg	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:56	66476/66476	---M--	200	added ('OK')	text/html	etag:%222f49d9d-103ac-5426c2d5a7376%22	http://www.midiplus.com.tw/tbox2x2.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/tbox2x2.html	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:57	19176/19176	---M--	200	added ('OK')	image/png	etag:%223600304-4ae8-53a25bddc974f%22	http://www.midiplus.com.tw/midiinterface.files/image008.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image008.png	(from http://www.midiplus.com.tw/midiinterface.htm)
10:07:59	64287/64287	---M--	200	added ('OK')	text/html	etag:%222f49d92-fb1f-5426c2e2e49ee%22	http://www.midiplus.com.tw/midi4x4.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midi4x4.html	(from http://www.midiplus.com.tw/midiinterface.htm)
10:08:00	4118/4118	---M--	200	added ('OK')	image/jpeg	etag:%223600446-1016-53a25bde32ae7%22	http://www.midiplus.com.tw/midiinterface.files/image010.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image010.jpg	(from http://www.midiplus.com.tw/midiinterface.htm)
10:08:02	71821/71821	---M--	200	added ('OK')	text/html	etag:%222f4bb40-1188d-5426c2e28a886%22	http://www.midiplus.com.tw/MIDI2x2.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/MIDI2x2.html	(from http://www.midiplus.com.tw/midiinterface.htm)
10:08:03	30596/30596	---M--	200	added ('OK')	image/png	etag:%223600348-7784-53a25bdecf2cf%22	http://www.midiplus.com.tw/midiinterface.files/image012.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image012.png	(from http://www.midiplus.com.tw/midiinterface.htm)
10:08:04	694/694	---M--	200	added ('OK')	application/xml	etag:%223600080-2b6-54292fddac7fa%22	http://www.midiplus.com.tw/AudioInterface.files/filelist.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.files/filelist.xml	(from http://www.midiplus.com.tw/AudioInterface.htm)
10:08:05	231/231	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Dec%202016%2013:07:59%20GMT	http://www.midiplus.com.tw/AudioInterface.files/editdata.mso	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.files/editdata.56.delayed	(from http://www.midiplus.com.tw/AudioInterface.htm)
10:08:05	218/218	---M--	200	added ('OK')	application/xml	etag:%223600090-da-54292fe212b82%22	http://www.midiplus.com.tw/AudioInterface.files/item0019.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.files/item0019.xml	(from http://www.midiplus.com.tw/AudioInterface.htm)
10:08:06	3129/3129	---M--	200	added ('OK')	text/plain	etag:%223600092-c39-54292fe292292%22	http://www.midiplus.com.tw/AudioInterface.files/themedata.thmx	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.files/themedata.thmx	(from http://www.midiplus.com.tw/AudioInterface.htm)
10:08:07	314/314	---M--	200	added ('OK')	application/xml	etag:%22360007f-13a-54292fdd73dba%22	http://www.midiplus.com.tw/AudioInterface.files/colorschememapping.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.files/colorschememapping.xml	(from http://www.midiplus.com.tw/AudioInterface.htm)
10:08:08	1748/1748	---M--	200	added ('OK')	text/html	etag:%223600081-6d4-54292fdde794a%22	http://www.midiplus.com.tw/AudioInterface.files/header.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.files/header.html	(from http://www.midiplus.com.tw/AudioInterface.htm)
