date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:22:10	220/220	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Dec%202016%2013:22:05%20GMT	http://www.midiplus.com.tw/sp2.files/editdata.mso	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/sp2.files/editdata.244.delayed	(from http://www.midiplus.com.tw/sp2.htm)
10:22:11	218/218	---M--	200	added ('OK')	application/xml	etag:%223600362-da-539d7b58b5569%22	http://www.midiplus.com.tw/sp2.files/item0011.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/sp2.files/item0011.xml	(from http://www.midiplus.com.tw/sp2.htm)
10:22:12	3129/3129	---M--	200	added ('OK')	text/plain	etag:%2236004b1-c39-539d7b590f2e9%22	http://www.midiplus.com.tw/sp2.files/themedata.thmx	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/sp2.files/themedata.thmx	(from http://www.midiplus.com.tw/sp2.htm)
10:22:13	314/314	---M--	200	added ('OK')	application/xml	etag:%2236004a7-13a-539d7b5727251%22	http://www.midiplus.com.tw/sp2.files/colorschememapping.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/sp2.files/colorschememapping.xml	(from http://www.midiplus.com.tw/sp2.htm)
10:22:13	1761/1761	---M--	200	added ('OK')	text/html	etag:%2236004a9-6e1-539d7b5784299%22	http://www.midiplus.com.tw/sp2.files/header.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/sp2.files/header.html	(from http://www.midiplus.com.tw/sp2.htm)
10:22:15	5870/5870	---M--	200	added ('OK')	image/jpeg	etag:%2236004aa-16ee-539d7b57b8689%22	http://www.midiplus.com.tw/sp2.files/image001.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/sp2.files/image001.jpg	(from http://www.midiplus.com.tw/sp2.htm)
10:22:15	386/386	---M--	200	added ('OK')	image/png	etag:%223600360-182-539d7b5804d31%22	http://www.midiplus.com.tw/sp2.files/image002.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/sp2.files/image002.png	(from http://www.midiplus.com.tw/sp2.htm)
10:22:17	14397/14397	---M--	200	added ('OK')	image/jpeg	etag:%2236004ad-383d-539d7b58834a1%22	http://www.midiplus.com.tw/sp2.files/image004.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/sp2.files/image004.jpg	(from http://www.midiplus.com.tw/sp2.htm)
10:22:18	0/0	---MC-	400	error ('Bad%20Request')	text/html	date:Fri,%2002%20Dec%202016%2013:22:11%20GMT	https://embed.tawk.to/robots.txt		(from http://www.midiplus.com.tw/MIDIPLUS-Download.htm)
10:22:19	751/751	---M--	200	added ('OK')	application/xml	etag:%2237426e8-2ef-539db7eefea2f%22	http://www.midiplus.com.tw/Musical.files/filelist.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/filelist.xml	(from http://www.midiplus.com.tw/Musical.htm)
10:22:20	224/224	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Dec%202016%2013:22:14%20GMT	http://www.midiplus.com.tw/Musical.files/editdata.mso	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/editdata.24d.delayed	(from http://www.midiplus.com.tw/Musical.htm)
10:22:21	218/218	---M--	200	added ('OK')	application/xml	etag:%2237426f8-da-539db7faeb9d7%22	http://www.midiplus.com.tw/Musical.files/item0021.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/item0021.xml	(from http://www.midiplus.com.tw/Musical.htm)
10:22:22	3129/3129	---M--	200	added ('OK')	text/plain	etag:%223742709-c39-539db81a13337%22	http://www.midiplus.com.tw/Musical.files/themedata.thmx	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/themedata.thmx	(from http://www.midiplus.com.tw/Musical.htm)
10:22:23	314/314	---M--	200	added ('OK')	application/xml	etag:%2237426e7-13a-539db7eec487f%22	http://www.midiplus.com.tw/Musical.files/colorschememapping.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/colorschememapping.xml	(from http://www.midiplus.com.tw/Musical.htm)
10:22:23	1741/1741	---M--	200	added ('OK')	text/html	etag:%2237426e9-6cd-539db7ef27687%22	http://www.midiplus.com.tw/Musical.files/header.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/header.html	(from http://www.midiplus.com.tw/Musical.htm)
10:22:25	5870/5870	---M--	200	added ('OK')	image/jpeg	etag:%2237426ea-16ee-539db7ef5f127%22	http://www.midiplus.com.tw/Musical.files/image001.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/image001.jpg	(from http://www.midiplus.com.tw/Musical.htm)
10:22:25	386/386	---M--	200	added ('OK')	image/png	etag:%2237426eb-182-539db7ef871c7%22	http://www.midiplus.com.tw/Musical.files/image002.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/image002.png	(from http://www.midiplus.com.tw/Musical.htm)
10:22:27	18022/18022	---M--	200	added ('OK')	image/jpeg	etag:%2237426ed-4666-539db7f3f812f%22	http://www.midiplus.com.tw/Musical.files/image004.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/image004.jpg	(from http://www.midiplus.com.tw/Musical.htm)
10:22:28	20276/20276	---M--	200	added ('OK')	image/jpeg	etag:%2237426ef-4f34-539db7f52269f%22	http://www.midiplus.com.tw/Musical.files/image006.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/image006.jpg	(from http://www.midiplus.com.tw/Musical.htm)
10:22:29	16780/16780	---M--	200	added ('OK')	image/jpeg	etag:%2237426f1-418c-539db7f68ac3f%22	http://www.midiplus.com.tw/Musical.files/image008.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/image008.jpg	(from http://www.midiplus.com.tw/Musical.htm)
10:22:30	28656/28656	---M--	200	added ('OK')	image/jpeg	etag:%2237426f3-6ff0-539db7f7f8bb7%22	http://www.midiplus.com.tw/Musical.files/image010.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/image010.jpg	(from http://www.midiplus.com.tw/Musical.htm)
10:22:32	26815/26815	---M--	200	added ('OK')	image/jpeg	etag:%2237426f5-68bf-539db7f96e05f%22	http://www.midiplus.com.tw/Musical.files/image012.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/image012.jpg	(from http://www.midiplus.com.tw/Musical.htm)
10:22:33	23986/23986	---M--	200	added ('OK')	image/jpeg	etag:%2237426f7-5db2-539db7fac2997%22	http://www.midiplus.com.tw/Musical.files/image014.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/image014.jpg	(from http://www.midiplus.com.tw/Musical.htm)
10:23:56	5841606/5841606	---M--	200	added ('OK')	video/mp4	etag:%2237426f9-5922c6-539db80533f07%22	http://www.midiplus.com.tw/Musical.files/line/123.mp4	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/Musical.files/line/123.mp4	(from http://www.midiplus.com.tw/Musical.htm)
10:23:58	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:52%20GMT	http://www.midiplus.com.tw/index.files/item0022.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/item0022.xml	(from http://www.midiplus.com.tw/)
10:23:58	0/-1	---M--	404	error ('')			http://www.midiplus.com.tw/index.files/editdata.mso	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/editdata.html	(from http://www.midiplus.com.tw/)
10:23:58	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:52%20GMT	http://www.midiplus.com.tw/index.files/image001.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image001.jpg	(from http://www.midiplus.com.tw/)
10:23:59	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:53%20GMT	http://www.midiplus.com.tw/index.files/colorschememapping.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/colorschememapping.xml	(from http://www.midiplus.com.tw/)
10:23:59	1739/1739	---M--	200	added ('OK')	text/html	etag:%2236003f5-6cb-5426a528ff90b%22	http://www.midiplus.com.tw/index.files/header.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/header.html	(from http://www.midiplus.com.tw/)
10:23:59	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:52%20GMT	http://www.midiplus.com.tw/index.files/themedata.thmx	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/themedata.thmx	(from http://www.midiplus.com.tw/)
10:24:00	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:53%20GMT	http://www.midiplus.com.tw/index.files/image002.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image002.png	(from http://www.midiplus.com.tw/)
10:24:00	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:54%20GMT	http://www.midiplus.com.tw/index.files/image003.gif	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image003.gif	(from http://www.midiplus.com.tw/)
10:24:00	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:54%20GMT	http://www.midiplus.com.tw/index.files/image005.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image005.jpg	(from http://www.midiplus.com.tw/)
10:24:01	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:55%20GMT	http://www.midiplus.com.tw/index.files/image007.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image007.jpg	(from http://www.midiplus.com.tw/)
10:24:02	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:55%20GMT	http://www.midiplus.com.tw/index.files/image009.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image009.jpg	(from http://www.midiplus.com.tw/)
10:24:02	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:56%20GMT	http://www.midiplus.com.tw/index.files/image011.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image011.jpg	(from http://www.midiplus.com.tw/)
10:24:03	120861/120861	---M--	200	added ('OK')	text/html	etag:%222f49d7e-1d81d-5426c2e235156%22	http://www.midiplus.com.tw/KeyboardController.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.html	(from http://www.midiplus.com.tw/)
10:24:03	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:57%20GMT	http://www.midiplus.com.tw/index.files/image013.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image013.jpg	(from http://www.midiplus.com.tw/)
10:24:03	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:57%20GMT	http://www.midiplus.com.tw/index.files/image015.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index.files/image015.jpg	(from http://www.midiplus.com.tw/)
10:24:03	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:57%20GMT	http://www.midiplus.com.tw/KeyboardController.files/filelist.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/filelist.xml	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:04	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:58%20GMT	http://www.midiplus.com.tw/KeyboardController.files/item0039.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/item0039.xml	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:04	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:58%20GMT	http://www.midiplus.com.tw/KeyboardController.files/themedata.thmx	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/themedata.thmx	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:05	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:59%20GMT	http://www.midiplus.com.tw/KeyboardController.files/colorschememapping.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/colorschememapping.xml	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:05	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:59%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image001.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image001.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:05	59178/59178	---M--	200	added ('OK')	text/html	etag:%222f49d8e-e72a-5426c2e1d4e46%22	http://www.midiplus.com.tw/index.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/index-2.html	(from http://www.midiplus.com.tw/index.files/header.htm)
10:24:05	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:23:59%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image002.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image002.png	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:06	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:00%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image004.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image004.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:06	0/-1	---M--	404	error ('')			http://www.midiplus.com.tw/KeyboardController.files/editdata.mso	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/editdata.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:07	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:00%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image006.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image006.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:07	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:00%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image008.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image008.png	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:07	1752/1752	---M--	200	added ('OK')	text/html	etag:%223742605-6d8-53a2d64867f9a%22	http://www.midiplus.com.tw/KeyboardController.files/header.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/header.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:07	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:01%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image010.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image010.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:08	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:02%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image014.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image014.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:08	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:02%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image012.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image012.png	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:08	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:02%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image016.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image016.png	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:09	72884/72884	---M--	200	added ('OK')	text/html	etag:%222f49d83-11cb4-5426c2d927f1e%22	http://www.midiplus.com.tw/akm320.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/akm320.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:09	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:03%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image018.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image018.png	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:09	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:03%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image020.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image020.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:10	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:04%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image022.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image022.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:10	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:05%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image024.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image024.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:11	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:05%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image026.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image026.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:11	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:05%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image028.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image028.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:12	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:06%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image030.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image030.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:12	84522/84522	---M--	200	added ('OK')	text/html	etag:%222f4ba46-14a2a-5426c2d97f58e%22	http://www.midiplus.com.tw/AKM322.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AKM322.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:12	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:06%20GMT	http://www.midiplus.com.tw/KeyboardController.files/image032.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/KeyboardController.files/image032.jpg	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:12	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:06%20GMT	http://www.midiplus.com.tw/midiinterface.files/filelist.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/filelist.xml	(from http://www.midiplus.com.tw/midiinterface.htm)
10:24:13	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:07%20GMT	http://www.midiplus.com.tw/midiinterface.files/item0019.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/item0019.xml	(from http://www.midiplus.com.tw/midiinterface.htm)
10:24:13	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:07%20GMT	http://www.midiplus.com.tw/midiinterface.files/themedata.thmx	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/themedata.thmx	(from http://www.midiplus.com.tw/midiinterface.htm)
10:24:13	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:08%20GMT	http://www.midiplus.com.tw/midiinterface.files/colorschememapping.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/colorschememapping.xml	(from http://www.midiplus.com.tw/midiinterface.htm)
10:24:14	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:08%20GMT	http://www.midiplus.com.tw/midiinterface.files/image001.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image001.jpg	(from http://www.midiplus.com.tw/midiinterface.htm)
10:24:14	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:08%20GMT	http://www.midiplus.com.tw/midiinterface.files/image002.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image002.png	(from http://www.midiplus.com.tw/midiinterface.htm)
10:24:14	86287/86287	---M--	200	added ('OK')	text/html	etag:%222f4ba47-1510f-5426c2e4782f6%22	http://www.midiplus.com.tw/minicontrol.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/minicontrol.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:15	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:09%20GMT	http://www.midiplus.com.tw/midiinterface.files/image004.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image004.jpg	(from http://www.midiplus.com.tw/midiinterface.htm)
10:24:15	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:09%20GMT	http://www.midiplus.com.tw/midiinterface.files/image006.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image006.jpg	(from http://www.midiplus.com.tw/midiinterface.htm)
10:24:15	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:10%20GMT	http://www.midiplus.com.tw/midiinterface.files/image008.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image008.png	(from http://www.midiplus.com.tw/midiinterface.htm)
10:24:16	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:10%20GMT	http://www.midiplus.com.tw/midiinterface.files/image010.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image010.jpg	(from http://www.midiplus.com.tw/midiinterface.htm)
10:24:16	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:10%20GMT	http://www.midiplus.com.tw/midiinterface.files/image012.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/midiinterface.files/image012.png	(from http://www.midiplus.com.tw/midiinterface.htm)
10:24:17	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:11%20GMT	http://www.midiplus.com.tw/AudioInterface.files/filelist.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.files/filelist.xml	(from http://www.midiplus.com.tw/AudioInterface.htm)
10:24:17	82119/82119	---M--	200	added ('OK')	text/html	etag:%222f49d7d-140c7-5426c2de1e73e%22	http://www.midiplus.com.tw/EasyPiano.htm	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/EasyPiano.html	(from http://www.midiplus.com.tw/KeyboardController.htm)
10:24:17	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:11%20GMT	http://www.midiplus.com.tw/AudioInterface.files/item0019.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.files/item0019.xml	(from http://www.midiplus.com.tw/AudioInterface.htm)
10:24:17	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:11%20GMT	http://www.midiplus.com.tw/AudioInterface.files/themedata.thmx	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.files/themedata.thmx	(from http://www.midiplus.com.tw/AudioInterface.htm)
10:24:18	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:12%20GMT	http://www.midiplus.com.tw/AudioInterface.files/colorschememapping.xml	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.files/colorschememapping.xml	(from http://www.midiplus.com.tw/AudioInterface.htm)
10:24:18	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:12%20GMT	http://www.midiplus.com.tw/AudioInterface.files/image001.jpg	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.files/image001.jpg	(from http://www.midiplus.com.tw/AudioInterface.htm)
10:24:19	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2002%20Dec%202016%2013:24:13%20GMT	http://www.midiplus.com.tw/AudioInterface.files/image002.png	C:/My%20Web%20Sites/midiplus-web/www.midiplus.com.tw/AudioInterface.files/image002.png	(from http://www.midiplus.com.tw/AudioInterface.htm)
